#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: "alpha" in the cutoff power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## Epeak: "Epeak" in the cutoff power-law model (equation below).
## Epeak_low: The lower limit of "Epeak" (90% confidence region).
## Epeak_hi: The upper limit of "Epeak" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the cutoff power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Cutoff power-law (CPL) equation: f = norm*((E/enorm)^{alpha})*(exp(-E(2+alpha)/Epeak))
#####################################################################################
#####################################################################################
GRBname | Trig_ID | alpha | alpha_low | alpha_hi | Epeak | Epeak_low | Epeak_hi | norm | norm_low | norm_hi | chi2 | dof | reduced_chi2 | null_prob | enorm | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB140930B   |    614094    | -5.468030e-01 | -8.192450e-01 | -1.574380e-01 | 9.968610e+02 | 0.000000e+00 | 0.000000e+00 | 3.848270e-02 | 3.205590e-02 | 5.073660e-02 | 66.38 | 56 | 1.185 | 1.616081e-01 | 50.0000 | 0.956 | -0.096000 | 0.860000 |  
GRB140927A   |    613775    | -1.821510e+00 | -2.146600e+00 | -9.835990e-01 | 9.999270e+03 | N/A | N/A | 3.519760e-03 | N/A | N/A | 56.64 | 56 | 1.011 | 4.508668e-01 | 50.0000 | 8.268 | 0.428000 | 8.696000 |  
GRB140919A   |    613160    | -1.251690e+00 | -1.699810e+00 | -7.418280e-01 | 8.623320e+01 | 6.214570e+01 | 0.000000e+00 | 6.343680e-03 | 3.799530e-03 | 1.131250e-02 | 51.74 | 56 | 0.9240 | 6.365884e-01 | 50.0000 | 173.1 | -0.744000 | 172.328000 |  
GRB140916A   |    612804    | -1.129170e+00 | -2.167940e+00 | 6.432940e-01 | 3.695440e+01 | 1.328160e+01 | 6.277890e+01 | 7.478190e-03 | 0.000000e+00 | 8.057740e-02 | 58.58 | 56 | 1.046 | 3.809019e-01 | 50.0000 | 79.97 | -0.904000 | 79.064000 |  
GRB140909A   |    612132    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB140907A   |    611933    | -1.421890e+00 | -1.677200e+00 | -1.131820e+00 | 1.296000e+02 | 8.384100e+01 | 0.000000e+00 | 4.361490e-03 | 3.311880e-03 | 6.002810e-03 | 37.01 | 56 | 0.6610 | 9.764055e-01 | 50.0000 | 144 | -95.344000 | 48.656000 |  
GRB140903A   |    611599    | -1.361420e+00 | -1.844590e+00 | -8.110050e-01 | 4.416890e+01 | 3.215340e+01 | 6.036430e+01 | 9.158200e-02 | 4.961410e-02 | 1.868110e-01 | 71.01 | 56 | 1.268 | 8.538761e-02 | 50.0000 | 0.36 | -0.012000 | 0.348000 |  
GRB140901B   |    611389    | -6.855250e-01 | -1.329990e+00 | 8.266560e-01 | 1.423280e+02 | 0.000000e+00 | 0.000000e+00 | 1.873040e-02 | 9.379890e-03 | 9.332880e-02 | 46.39 | 56 | 0.8285 | 8.163176e-01 | 50.0000 | 4.8 | 1.600000 | 6.400000 |  
GRB140828A   |    610953    | -7.950980e-01 | -1.365450e+00 | -1.415130e-01 | 5.978940e+01 | 5.034680e+01 | 8.412180e+01 | 2.011330e-02 | 1.012610e-02 | 4.430260e-02 | 56.84 | 56 | 1.015 | 4.435145e-01 | 50.0000 | 25.02 | -6.708000 | 18.316000 |  
GRB140824A   |    610501    | -2.030910e+00 | -2.106050e+00 | -1.012420e+00 | 2.979640e+01 | N/A | N/A | 5.542220e-03 | N/A | N/A | 54.21 | 56 | 0.9681 | 5.427749e-01 | 50.0000 | 3.376 | 0.264000 | 3.640000 |  
GRB140818B   |    609885    | -1.756910e+00 | -2.636000e+00 | -5.724330e-01 | 1.639360e+02 | 8.662930e-02 | 0.000000e+00 | 2.182070e-03 | 8.108510e-04 | 9.358310e-03 | 43.79 | 56 | 0.7819 | 8.822538e-01 | 50.0000 | 35.26 | -3.320000 | 31.944000 |  
GRB140817A   |    609736    | -1.457080e+00 | -1.544980e+00 | -1.209020e+00 | 2.602840e+03 | 0.000000e+00 | 0.000000e+00 | 1.496130e-03 | 1.421450e-03 | 1.543500e-03 | 52.82 | 56 | 0.9432 | 5.959798e-01 | 50.0000 | 318.9 | -20.328000 | 298.576000 |  
GRB140730A   |    607742    | -1.677410e+00 | -2.002730e+00 | -6.257460e-02 | 1.624770e+01 | N/A | N/A | 1.958020e-03 | N/A | N/A | 68.25 | 56 | 1.219 | 1.262717e-01 | 50.0000 | 44.54 | -14.808000 | 29.736000 |  
GRB140719B   |    605700    | -1.026360e+00 | -1.731250e+00 | -1.777340e-01 | 6.651810e+01 | 4.998330e+01 | 9.131890e+02 | 4.960860e-03 | 2.151690e-03 | 1.371040e-02 | 62.29 | 56 | 1.112 | 2.624267e-01 | 50.0000 | 65 | -16.968000 | 48.032000 |  
GRB140719A   |    605612    | -8.642420e-01 | -2.012780e+00 | 6.721250e-01 | 5.379570e+01 | 4.161670e+01 | 0.000000e+00 | 3.359270e-03 | 0.000000e+00 | 2.492360e-02 | 70.67 | 56 | 1.262 | 8.973064e-02 | 50.0000 | 48 | -31.488000 | 16.512000 |  
GRB140716A-2 |    604793    | -1.432380e+00 | -1.849550e+00 | -6.910480e-01 | 1.167010e+02 | 2.568340e+01 | 0.000000e+00 | 4.655080e-02 | 1.393410e-02 | 1.045900e-01 | 51.63 | 56 | 0.9220 | 6.407837e-01 | 50.0000 | 10.1 | 98.400000 | 108.500000 |  
GRB140716A-1 |    604792    | -1.455220e+00 | -2.537430e+00 | 1.234690e+00 | 8.212160e+01 | N/A | N/A | 1.709680e-02 | N/A | N/A | 55.91 | 56 | 0.9983 | 4.784055e-01 | 50.0000 | 7.46 | 0.000000 | 7.460000 |  
GRB140713A   |    604232    | -1.816410e+00 | -2.277200e+00 | -1.289780e+00 | 2.969030e+02 | N/A | N/A | 6.068020e-03 | N/A | N/A | 79.22 | 56 | 1.415 | 2.224390e-02 | 50.0000 | 6.784 | -0.108000 | 6.676000 |  
GRB140710A   |    603954    | -9.638250e-01 | -1.973500e+00 | 3.153530e-01 | 3.955510e+01 | N/A | N/A | 2.623870e-02 | N/A | N/A | 47.04 | 56 | 0.8401 | 7.973538e-01 | 50.0000 | 4 | -0.288000 | 3.712000 |  
GRB140709B   |    603866    | -8.388040e-01 | -1.129400e+00 | -5.272080e-01 | 1.620810e+02 | 1.140670e+02 | 4.297310e+02 | 2.982710e-03 | 2.213850e-03 | 4.100610e-03 | 50.90 | 56 | 0.9090 | 6.676338e-01 | 50.0000 | 219.2 | -18.496000 | 200.720000 |  
GRB140709A   |    603810    | -1.284090e+00 | -1.525340e+00 | -1.028780e+00 | 1.038300e+02 | 8.085690e+01 | 2.010820e+02 | 6.760140e-03 | 5.216390e-03 | 8.900340e-03 | 46.44 | 56 | 0.8293 | 8.149764e-01 | 50.0000 | 131.7 | -46.080000 | 85.592000 |  
GRB140706A   |    603587    | -1.427960e+00 | -1.782000e+00 | -1.037730e+00 | 8.471670e+01 | 6.109950e+01 | 0.000000e+00 | 5.304760e-03 | 3.542040e-03 | 8.369100e-03 | 48.76 | 56 | 0.8707 | 7.429883e-01 | 50.0000 | 58.74 | -21.264000 | 37.480000 |  
GRB140703A   |    603243    | -1.702030e+00 | -1.830040e+00 | -1.567310e+00 | 9.998990e+03 | 1.000270e-02 | 0.000000e+00 | 3.038920e-03 | 0.000000e+00 | 5.125440e-03 | 41.20 | 56 | 0.7358 | 9.305843e-01 | 50.0000 | 137.5 | -2.524000 | 135.016000 |  
GRB140629A   |    602884    | -1.334080e+00 | -1.752950e+00 | -8.707040e-01 | 6.092440e+01 | 4.892830e+01 | 1.165270e+02 | 8.478790e-03 | 5.182650e-03 | 1.468470e-02 | 38.09 | 56 | 0.6801 | 9.679865e-01 | 50.0000 | 54.85 | -6.184000 | 48.664000 |  
GRB140628A   |    602803    | -1.147170e+00 | -1.503240e+00 | -7.574870e-01 | 1.000680e+02 | 7.223080e+01 | 3.846200e+02 | 1.861730e-02 | 1.230900e-02 | 2.940520e-02 | 44.50 | 56 | 0.7947 | 8.657930e-01 | 50.0000 | 12.36 | -1.240000 | 11.116000 |  
GRB140626A   |    602604    | -6.172180e-01 | -1.414460e+00 | 3.336790e-01 | 4.566690e+01 | 3.813970e+01 | 5.852630e+01 | 1.311750e-02 | 0.000000e+00 | 4.557840e-02 | 47.64 | 56 | 0.8508 | 7.790281e-01 | 50.0000 | 17.54 | -8.460000 | 9.084000 |  
GRB140622A   |    602278    | 1.230120e+00 | -7.776040e-02 | 3.573720e+00 | 4.423820e+01 | 3.652970e+01 | 5.107880e+01 | 1.253790e+00 | 0.000000e+00 | 2.597150e+01 | 35.95 | 56 | 0.6419 | 9.829626e-01 | 50.0000 | 0.152 | -0.024000 | 0.128000 |  
GRB140619A   |    602080    | -1.527740e+00 | -1.570350e+00 | -1.413350e+00 | 9.197730e+02 | 0.000000e+00 | 0.000000e+00 | 7.654280e-03 | 7.327240e-03 | 8.541350e-03 | 39.07 | 56 | 0.6976 | 9.584487e-01 | 50.0000 | 303.7 | 32.308000 | 335.988000 |  
GRB140614B   |    601662    | -9.460500e-01 | -1.763890e+00 | 5.442500e-01 | 3.875750e+01 | N/A | N/A | 4.759070e-03 | N/A | N/A | 52.14 | 56 | 0.9310 | 6.218533e-01 | 50.0000 | 58.96 | -3.284000 | 55.676000 |  
GRB140614A   |    601646    | -1.424320e+00 | -2.358340e+00 | -8.060160e-01 | 3.896910e+02 | 0.000000e+00 | 0.000000e+00 | 1.226670e-03 | 4.514860e-04 | 2.474700e-03 | 55.41 | 56 | 0.9895 | 4.969650e-01 | 50.0000 | 96.82 | -4.464000 | 92.356000 |  
GRB140611A   |    601292    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB140610A   |    601259    | -1.346550e+00 | -1.558980e+00 | -1.122880e+00 | 1.529170e+02 | 1.019410e+02 | 1.362950e+03 | 7.178620e-03 | 5.727110e-03 | 9.112280e-03 | 38.70 | 56 | 0.6911 | 9.621912e-01 | 50.0000 | 112.4 | -6.668000 | 105.708000 |  
GRB140607A   |    601051    | -1.716070e+00 | -2.712340e+00 | -9.335500e-01 | 5.144690e+02 | N/A | N/A | 2.268110e-03 | N/A | N/A | 73.28 | 56 | 1.308 | 6.044219e-02 | 50.0000 | 103.5 | -17.800000 | 85.656000 |  
GRB140606A   |    600951    | 1.064550e+00 | -6.314560e-01 | 4.038220e+00 | 1.342450e+02 | 9.061590e+01 | 0.000000e+00 | 3.509500e-02 | 0.000000e+00 | 2.629440e-01 | 63.12 | 56 | 1.127 | 2.391524e-01 | 50.0000 | 0.392 | -0.040000 | 0.352000 |  
GRB140529A   |  00091901003 | -1.308290e+00 | -1.730300e+00 | -8.402120e-01 | 6.004370e+01 | 4.906880e+01 | 1.003380e+02 | 3.623470e-02 | 2.219030e-02 | 6.273070e-02 | 63.56 | 56 | 1.135 | 2.274951e-01 | 50.0000 | 13.09 | 0.000000 | 13.088000 |  
GRB140521A   |    599546    | -1.391990e+00 | -1.536330e+00 | -1.030890e+00 | 8.645120e+02 | 0.000000e+00 | 0.000000e+00 | 9.001450e-03 | 8.133670e-03 | 1.328760e-02 | 50.84 | 56 | 0.9079 | 6.698609e-01 | 50.0000 | 11.3 | 0.152000 | 11.452000 |  
GRB140518A   |    599287    | -9.769570e-01 | -1.510840e+00 | -3.663290e-01 | 4.792200e+01 | 4.080720e+01 | 6.058870e+01 | 6.477420e-03 | 3.296750e-03 | 1.420560e-02 | 52.19 | 56 | 0.9320 | 6.196861e-01 | 50.0000 | 64.02 | -3.980000 | 60.040000 |  
GRB140516A   |    599188    | 4.889630e-01 | -1.191020e+00 | 3.235050e+00 | 4.456790e+01 | 3.564750e+01 | 6.062240e+01 | 2.307070e-01 | 0.000000e+00 | 9.331070e+00 | 59.78 | 56 | 1.068 | 3.400246e-01 | 50.0000 | 0.32 | -0.024000 | 0.296000 |  
GRB140515A   |    599037    | -9.840970e-01 | -1.535100e+00 | -3.472330e-01 | 5.636790e+01 | 4.650810e+01 | 8.766700e+01 | 7.762290e-03 | 3.905470e-03 | 1.737530e-02 | 52.30 | 56 | 0.9340 | 6.155372e-01 | 50.0000 | 25.79 | -22.028000 | 3.764000 |  
GRB140512A   |    598819    | -1.292310e+00 | -1.371620e+00 | -1.290960e+00 | 9.824960e+02 | 0.000000e+00 | 0.000000e+00 | 6.908810e-03 | 6.512480e-03 | 7.082050e-03 | 49.12 | 56 | 0.8772 | 7.307242e-01 | 50.0000 | 201 | -22.840000 | 178.148000 |  
GRB140509A   |    598497    | -1.237700e+00 | -1.626190e+00 | -3.525820e-01 | 1.077270e+02 | 5.694040e+01 | 0.000000e+00 | 7.395000e-03 | N/A | N/A | 73.51 | 56 | 1.313 | 5.826590e-02 | 50.0000 | 26.86 | -3.808000 | 23.056000 |  
GRB140506A   |    598284    | -1.449470e+00 | -2.512960e+00 | -8.748560e-01 | 2.710070e+02 | 0.000000e+00 | 0.000000e+00 | 2.650950e-03 | 8.839550e-04 | 4.871390e-03 | 46.58 | 56 | 0.8318 | 8.109768e-01 | 50.0000 | 120.4 | -0.196000 | 120.176000 |  
GRB140502A   |    597841    | -1.227320e+00 | -1.352710e+00 | -1.087350e+00 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 3.532820e-03 | 3.291930e-03 | 4.158120e-03 | 51.22 | 56 | 0.9146 | 6.560583e-01 | 50.0000 | 19.06 | -1.664000 | 17.392000 |  
GRB140430A   |    597722    | -2.107890e+00 | -2.573720e+00 | -1.733440e+00 | 4.762010e+01 | N/A | N/A | 5.846900e-04 | N/A | N/A | 54.31 | 56 | 0.9698 | 5.391294e-01 | 50.0000 | 177.9 | -0.304000 | 177.576000 |  
GRB140428A   |    597519    | -4.026240e-01 | -1.471740e+00 | 9.943730e-01 | 6.442200e+01 | 4.766640e+01 | 2.606230e+02 | 7.394450e-03 | 0.000000e+00 | 4.135680e-02 | 62.62 | 56 | 1.118 | 2.529433e-01 | 50.0000 | 20.02 | -14.192000 | 5.824000 |  
GRB140423A   |    596901    | -1.163230e+00 | -1.356140e+00 | -9.353720e-01 | 2.710430e+02 | N/A | N/A | 4.790220e-03 | N/A | N/A | 46.09 | 56 | 0.8231 | 8.247693e-01 | 50.0000 | 239 | -130.128000 | 108.912000 |  
GRB140419A   |    596426    | -1.098510e+00 | -1.165940e+00 | -9.907840e-01 | 9.942900e+02 | 0.000000e+00 | 0.000000e+00 | 1.203390e-02 | 1.127270e-02 | 1.322960e-02 | 45.41 | 56 | 0.8108 | 8.432760e-01 | 50.0000 | 134 | -8.688000 | 125.348000 |  
GRB140414A   |  00084568002 | -5.299010e-01 | -9.502480e-01 | 1.530070e-01 | 6.640650e+02 | 0.000000e+00 | 0.000000e+00 | 2.146980e-02 | 1.758620e-02 | 3.984880e-02 | 63.05 | 56 | 1.126 | 2.410757e-01 | 50.0000 | 0.532 | 0.000000 | 0.532000 |  
GRB140413A   |    595616    | -1.261200e+00 | -1.518540e+00 | -8.670630e-01 | 1.860470e+02 | 9.682640e+01 | 0.000000e+00 | 9.157120e-03 | 6.971650e-03 | 1.404190e-02 | 68.10 | 56 | 1.216 | 1.288011e-01 | 50.0000 | 164.1 | -49.688000 | 114.392000 |  
GRB140412A   |    595608    | -2.265540e+00 | -2.410680e+00 | -1.518760e+00 | 1.062510e+02 | N/A | N/A | 1.196440e-03 | N/A | N/A | 35.72 | 56 | 0.6379 | 9.841419e-01 | 50.0000 | 48 | -31.632000 | 16.368000 |  
GRB140408A   |    595141    | -1.002430e+00 | -1.685590e+00 | 1.690880e-01 | 1.092100e+02 | 6.372740e+01 | 0.000000e+00 | 1.414110e-02 | 7.343540e-03 | 4.820590e-02 | 57.35 | 56 | 1.024 | 4.249318e-01 | 50.0000 | 4.128 | -0.680000 | 3.448000 |  
GRB140402A   |    594308    | -1.167910e+00 | -1.709520e+00 | -2.779690e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 3.773830e-03 | 2.725700e-03 | 7.980220e-03 | 45.47 | 56 | 0.8119 | 8.416576e-01 | 50.0000 | 1.408 | 0.000000 | 1.408000 |  
GRB140331A   |    594081    | -1.417890e+00 | -2.349320e+00 | 3.770880e-01 | 4.059900e+01 | N/A | N/A | 6.744740e-04 | N/A | N/A | 64.42 | 56 | 1.150 | 2.057665e-01 | 50.0000 | 249.1 | 72.072000 | 321.168000 |  
GRB140323A   |    592916    | -1.324100e+00 | -1.488060e+00 | -1.150900e+00 | 2.153530e+02 | 1.372240e+02 | 1.725670e+03 | 1.466130e-02 | 1.249570e-02 | 1.741360e-02 | 48.68 | 56 | 0.8692 | 7.456440e-01 | 50.0000 | 135.7 | -19.208000 | 117.368000 |  
GRB140320A   |    592544    | -1.148110e+00 | -3.916760e+00 | 3.039010e-02 | 3.408170e+02 | N/A | N/A | 9.588970e-03 | N/A | N/A | 69.16 | 56 | 1.235 | 1.113831e-01 | 50.0000 | 0.64 | -0.176000 | 0.464000 |  
GRB140318A   |    592204    | -1.085850e+00 | -2.661810e+00 | 1.536610e-01 | 1.808450e+02 | 0.000000e+00 | 0.000000e+00 | 4.160620e-03 | 2.642770e-03 | 1.638280e-02 | 54.78 | 56 | 0.9782 | 5.211698e-01 | 50.0000 | 9.432 | 2.244000 | 11.676000 |  
GRB140311B   |    591392    | -7.638030e-01 | -1.326640e+00 | -9.551400e-02 | 1.244500e+02 | 7.962560e+01 | 0.000000e+00 | 1.297320e-02 | 7.009620e-03 | 2.711930e-02 | 54.21 | 56 | 0.9680 | 5.429880e-01 | 50.0000 | 3.065 | -0.472000 | 2.593000 |  
GRB140311A   |    591390    | -1.484410e+00 | -1.927800e+00 | -4.210000e-01 | 1.163530e+02 | 0.000000e+00 | 0.000000e+00 | 3.814040e-03 | N/A | N/A | 57.24 | 56 | 1.022 | 4.287148e-01 | 50.0000 | 76.67 | -4.456000 | 72.216000 |  
GRB140305A   |    590446    | -3.011990e-01 | -1.175420e+00 | 8.055340e-01 | 7.503650e+01 | 5.876640e+01 | 1.516030e+02 | 9.134780e-03 | 3.435110e-03 | 3.125320e-02 | 66.33 | 56 | 1.184 | 1.625325e-01 | 50.0000 | 23.89 | -1.124000 | 22.764000 |  
GRB140304A   |    590206    | -8.468090e-01 | -1.166040e+00 | -5.018530e-01 | 1.368980e+02 | 9.953280e+01 | 3.178430e+02 | 1.079370e-02 | 7.695210e-03 | 1.553670e-02 | 54.70 | 56 | 0.9767 | 5.243072e-01 | 50.0000 | 17.31 | -3.820000 | 13.492000 |  
GRB140302A   |    589685    | -1.070280e+00 | -1.164410e+00 | -9.510040e-01 | 9.998480e+03 | 0.000000e+00 | 0.000000e+00 | 2.261650e-03 | 2.152660e-03 | 2.890010e-03 | 52.45 | 56 | 0.9367 | 6.098543e-01 | 50.0000 | 116.2 | -0.088000 | 116.108000 |  
GRB140301A   |    589590    | -2.026810e+00 | -2.365820e+00 | -1.265050e+00 | 1.488340e+01 | N/A | N/A | 1.096990e-03 | N/A | N/A | 61.85 | 56 | 1.104 | 2.752510e-01 | 50.0000 | 40.8 | -19.220000 | 21.580000 |  
GRB140215A   |    586680    | -1.097620e+00 | -1.166510e+00 | -9.623360e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 1.863610e-02 | 1.789210e-02 | 2.199840e-02 | 53.44 | 56 | 0.9542 | 5.724894e-01 | 50.0000 | 37.33 | -1.472000 | 35.856000 |  
GRB140213A   |    586569    | -1.616390e+00 | -1.773500e+00 | -1.453490e+00 | 1.137420e+02 | 8.384320e+01 | 4.312080e+02 | 1.800990e-02 | 1.529960e-02 | 2.133500e-02 | 61.10 | 56 | 1.091 | 2.977420e-01 | 50.0000 | 87.74 | -5.700000 | 82.040000 |  
GRB140211A   |    586289    | -1.676310e+00 | -2.228890e+00 | -1.042480e+00 | 3.421720e+01 | 5.668260e+00 | 0.000000e+00 | 2.427120e-03 | 1.245460e-03 | 5.573350e-03 | 46.58 | 56 | 0.8318 | 8.110583e-01 | 50.0000 | 141 | -19.240000 | 121.808000 |  
GRB140209A   |    586071    | -1.162020e+00 | -1.410120e+00 | -8.995150e-01 | 1.782530e+02 | 1.173620e+02 | 1.247280e+03 | 2.072270e-02 | 1.615860e-02 | 2.695900e-02 | 48.99 | 56 | 0.8748 | 7.352638e-01 | 50.0000 | 27.47 | 0.152000 | 27.624000 |  
GRB140206A   |    585834    | -1.141720e+00 | -1.282960e+00 | -9.962360e-01 | 1.336100e+02 | 1.115100e+02 | 1.799090e+02 | 8.708790e-03 | 7.585670e-03 | 1.003820e-02 | 43.47 | 56 | 0.7762 | 8.890975e-01 | 50.0000 | 294.4 | -38.304000 | 256.060000 |  
GRB140129B   |    585149    | -1.992150e+00 | -0.000000e+00 | -0.000000e+00 | 1.495850e+00 | N/A | N/A | 6.705730e-03 | N/A | N/A | 49.79 | 56 | 0.8891 | 7.076020e-01 | 50.0000 | 1.512 | 0.076000 | 1.588000 |  
GRB140129A   |    585128    | -5.322940e-01 | -2.134810e+00 | 4.209190e+00 | 3.833470e+01 | N/A | N/A | 3.516440e-02 | N/A | N/A | 52.60 | 56 | 0.9393 | 6.042375e-01 | 50.0000 | 3 | 0.992000 | 3.992000 |  
GRB140118A   |    584136    | -1.356970e+00 | -1.902510e+00 | -7.227220e-01 | 5.559650e+01 | 4.251380e+01 | 0.000000e+00 | 5.195330e-03 | 2.657140e-03 | 1.152290e-02 | 54.44 | 56 | 0.9721 | 5.342788e-01 | 50.0000 | 103 | -73.608000 | 29.368000 |  
GRB140114A   |    583861    | -1.803140e+00 | -2.126000e+00 | -1.428500e+00 | 3.246680e+01 | 4.597950e+00 | 4.872940e+01 | 2.635430e-03 | 1.733990e-03 | 4.197140e-03 | 51.02 | 56 | 0.9111 | 6.633397e-01 | 50.0000 | 183.1 | 19.444000 | 202.520000 |  
GRB140108A   |    583338    | -1.505350e+00 | -1.576450e+00 | -1.352190e+00 | 9.620010e+02 | 0.000000e+00 | 0.000000e+00 | 6.082430e-03 | 5.780750e-03 | 7.080110e-03 | 44.79 | 56 | 0.7999 | 8.587848e-01 | 50.0000 | 128.2 | -24.908000 | 103.260000 |  
GRB140103A   |    582773    | -1.433420e+00 | -2.152780e+00 | -1.593900e-01 | 1.734790e+01 | N/A | N/A | 1.624180e-02 | N/A | N/A | 70.61 | 56 | 1.261 | 9.053276e-02 | 50.0000 | 19.46 | -12.520000 | 6.936000 |  
GRB140102A   |    582760    | -1.229750e+00 | -1.358880e+00 | -1.059620e+00 | 3.041560e+02 | 1.713420e+02 | 0.000000e+00 | 6.906320e-03 | 5.929660e-03 | 8.167880e-03 | 34.41 | 56 | 0.6145 | 9.897802e-01 | 50.0000 | 131.4 | -0.148000 | 131.220000 |  
GRB131229A   |    582374    | -1.011490e+00 | -1.087130e+00 | -8.948070e-01 | 9.834650e+02 | 0.000000e+00 | 0.000000e+00 | 7.213140e-03 | 6.693310e-03 | 7.939760e-03 | 49.85 | 56 | 0.8903 | 7.053304e-01 | 50.0000 | 96 | 0.384000 | 96.384000 |  
GRB131227A   |    582184    | -1.340710e+00 | -1.473880e+00 | -9.228390e-01 | 9.967950e+03 | 0.000000e+00 | 0.000000e+00 | 4.272270e-03 | 3.951520e-03 | 6.673940e-03 | 61.17 | 56 | 1.092 | 2.958037e-01 | 50.0000 | 20.42 | -1.188000 | 19.228000 |  
GRB131226A   |    582123    | -1.299800e+00 | -1.418890e+00 | -1.164440e+00 | 4.696790e+02 | 0.000000e+00 | 0.000000e+00 | 5.006030e-02 | 4.411320e-02 | 5.666900e-02 | 55.32 | 56 | 0.9879 | 5.003734e-01 | 50.0000 | 8.96 | -0.256000 | 8.704000 |  
GRB131224B   |  00032923023 | -1.052120e+00 | -1.866650e+00 | -3.347300e-02 | 3.625020e+01 | 1.898080e+01 | 4.729850e+01 | 1.201640e-02 | 0.000000e+00 | 5.055730e-02 | 55.38 | 56 | 0.9889 | 4.983024e-01 | 50.0000 | 9.616 | 0.000000 | 9.616000 |  
GRB131205A   |    580267    | -1.505600e+00 | N/A | N/A | 9.974720e+03 | N/A | N/A | 9.797660e-04 | N/A | N/A | 53.10 | 56 | 0.9482 | 5.853748e-01 | 50.0000 | 20.76 | -0.252000 | 20.508000 |  
GRB131202A   |    579982    | -1.438420e+00 | -3.197180e+00 | -4.308070e-01 | 2.756730e+02 | 0.000000e+00 | 0.000000e+00 | 1.927110e-03 | 1.485480e-03 | 5.888700e-03 | 58.45 | 56 | 1.044 | 3.856020e-01 | 50.0000 | 37.26 | -1.272000 | 35.984000 |  
GRB131128A   |    579683    | -1.111710e+00 | -1.769190e+00 | -3.435860e-01 | 6.090200e+01 | 4.656820e+01 | 1.968380e+02 | 2.673680e-02 | 1.234600e-02 | 6.566260e-02 | 60.99 | 56 | 1.089 | 3.011038e-01 | 50.0000 | 3 | -0.904000 | 2.096000 |  
GRB131127A   |    579571    | -1.824210e+00 | -1.996560e+00 | -1.130430e+00 | 1.275220e+01 | 6.804480e-01 | 2.899910e+01 | 3.844600e-03 | 2.612830e-03 | 1.018780e-02 | 56.51 | 56 | 1.009 | 4.558587e-01 | 50.0000 | 111.6 | -60.320000 | 51.288000 |  
GRB131120A   |    578227    | -7.852680e-01 | N/A | N/A | 1.707780e+01 | N/A | N/A | 1.165240e-02 | N/A | N/A | 66.93 | 56 | 1.195 | 1.504501e-01 | 50.0000 | 135.4 | -71.096000 | 64.264000 |  
GRB131117A   |    577968    | 1.705740e-01 | -9.285750e-01 | 1.777810e+00 | 4.435200e+01 | 3.838830e+01 | 5.478030e+01 | 3.730370e-02 | 0.000000e+00 | 3.401180e-01 | 40.70 | 56 | 0.7268 | 9.380488e-01 | 50.0000 | 12.42 | -0.472000 | 11.944000 |  
GRB131110A   |  00020326002 | -1.392420e+00 | -1.712720e+00 | -9.767950e-01 | 1.090390e+02 | 7.052430e+01 | 0.000000e+00 | 6.034810e-03 | 3.949420e-03 | 9.678810e-03 | 56.92 | 56 | 1.016 | 4.405203e-01 | 50.0000 | 84.8 | 0.000000 | 84.800000 |  
GRB131105A   |    576738    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB131103A   |    576562    | -1.341820e+00 | -1.890320e+00 | -5.755270e-01 | 6.340800e+01 | 4.313950e+01 | 0.000000e+00 | 8.559210e-03 | 4.423800e-03 | 2.313610e-02 | 61.02 | 56 | 1.090 | 3.002184e-01 | 50.0000 | 18.54 | -8.284000 | 10.252000 |  
