#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: "alpha" in the cutoff power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## Epeak: "Epeak" in the cutoff power-law model (equation below).
## Epeak_low: The lower limit of "Epeak" (90% confidence region).
## Epeak_hi: The upper limit of "Epeak" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the cutoff power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Cutoff power-law (CPL) equation: f = norm*((E/enorm)^{alpha})*(exp(-E(2+alpha)/Epeak))
#####################################################################################
#####################################################################################
GRBname | Trig_ID | alpha | alpha_low | alpha_hi | Epeak | Epeak_low | Epeak_hi | norm | norm_low | norm_hi | chi2 | dof | reduced_chi2 | null_prob | enorm | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB120224A   |    515976    | -1.954580e+00 | N/A | N/A | 4.437450e+00 | N/A | N/A | 4.866670e-03 | N/A | N/A | 44.99 | 56 | 0.8033 | 8.540077e-01 | 50.0000 | 8 | -1.416000 | 6.584000 |  
GRB120219A   |    515375    | 3.885120e-01 | -8.757360e-01 | 2.328180e+00 | 5.352640e+01 | 4.382810e+01 | 7.818510e+01 | 8.797440e-03 | 0.000000e+00 | 1.078130e-01 | 59.49 | 56 | 1.062 | 3.498405e-01 | 50.0000 | 98.19 | -11.364000 | 86.824000 |  
GRB120218A   |    515277    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB120215A   |    515015    | -1.259400e+00 | -1.677550e+00 | -2.963910e-01 | 7.858180e+01 | 5.275290e+01 | 0.000000e+00 | 4.730090e-03 | 3.216460e-03 | 1.601490e-02 | 55.80 | 56 | 0.9965 | 4.823374e-01 | 50.0000 | 9.976 | -1.192000 | 8.784000 |  
GRB120213A   |    514767    | -1.866460e+00 | -2.013240e+00 | -1.408740e+00 | 1.065140e+01 | 1.933520e+00 | 2.545200e+01 | 4.644490e-03 | 3.506360e-03 | 8.490740e-03 | 59.49 | 56 | 1.062 | 3.499159e-01 | 50.0000 | 80.77 | -6.312000 | 74.460000 |  
GRB120212A   |    514709    | -1.744360e+00 | -2.077810e+00 | -9.966380e-01 | 3.546340e+01 | N/A | N/A | 1.286300e-02 | N/A | N/A | 59.13 | 56 | 1.056 | 3.618799e-01 | 50.0000 | 6 | -0.624000 | 5.376000 |  
GRB120211A   |    514586    | -5.756770e-01 | -1.497020e+00 | 6.877850e-01 | 8.483460e+01 | 6.074010e+01 | 0.000000e+00 | 3.190710e-03 | 0.000000e+00 | 1.307670e-02 | 45.86 | 56 | 0.8188 | 8.313351e-01 | 50.0000 | 73.98 | -2.296000 | 71.688000 |  
GRB120121A   |    512164    | -3.650910e-01 | -9.490510e-01 | 3.161300e-01 | 1.081000e+02 | 8.323640e+01 | 2.113610e+02 | 8.663750e-03 | 4.843550e-03 | 1.682120e-02 | 52.47 | 56 | 0.9370 | 6.092783e-01 | 50.0000 | 30.78 | -11.004000 | 19.776000 |  
GRB120119A   |    512035    | -1.281070e+00 | -1.354730e+00 | -1.152150e+00 | 4.433530e+02 | 2.255700e+02 | 0.000000e+00 | 8.492230e-03 | 7.684710e-03 | 9.594400e-03 | 41.33 | 56 | 0.7381 | 9.285692e-01 | 50.0000 | 227 | -13.016000 | 213.984000 |  
GRB120118B   |    512003    | -1.593000e+00 | -2.015660e+00 | -1.111740e+00 | 3.689100e+01 | 9.067370e+00 | 4.873020e+01 | 1.188580e-02 | 6.981790e-03 | 2.194420e-02 | 40.17 | 56 | 0.7173 | 9.453502e-01 | 50.0000 | 29.4 | -1.944000 | 27.452000 |  
GRB120116A   |    511866    | -1.310130e+00 | -1.702460e+00 | -8.795980e-01 | 1.940000e+01 | 1.158530e+01 | 2.418970e+01 | 3.265500e-02 | 1.930450e-02 | 5.851770e-02 | 56.08 | 56 | 1.001 | 4.720185e-01 | 50.0000 | 60.01 | -33.440000 | 26.568000 |  
GRB120114A   |    511739    | -9.225590e-01 | -0.000000e+00 | 3.270910e-01 | 2.205110e+02 | 0.000000e+00 | 0.000000e+00 | 1.264810e-02 | 8.092290e-03 | 3.971580e-02 | 33.59 | 56 | 0.5998 | 9.923984e-01 | 50.0000 | 8.101 | 0.000000 | 8.100900 |  
GRB120106A   |    511235    | -1.315840e+00 | -1.674390e+00 | -6.560920e-01 | 1.543340e+02 | 0.000000e+00 | 0.000000e+00 | 1.968860e-03 | 1.239490e-03 | 4.305800e-03 | 54.02 | 56 | 0.9647 | 5.501570e-01 | 50.0000 | 68.92 | -6.284000 | 62.640000 |  
GRB120102A   |    510922    | -1.588280e+00 | -1.640250e+00 | -1.534930e+00 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 8.689550e-03 | 8.462120e-03 | 1.029410e-02 | 56.01 | 56 | 1.000 | 4.745863e-01 | 50.0000 | 53.17 | 0.768000 | 53.940000 |  
GRB111229A   |    510736    | -1.801610e+00 | -3.165640e+00 | -5.527850e-01 | 2.898010e+02 | 1.008320e-02 | 0.000000e+00 | 1.394570e-03 | 0.000000e+00 | 6.625180e-03 | 48.99 | 56 | 0.8748 | 7.351870e-01 | 50.0000 | 27.23 | -0.972000 | 26.260000 |  
GRB111228A   |    510649    | -1.993900e+00 | -0.000000e+00 | -0.000000e+00 | 1.367040e+00 | 1.048560e+00 | 1.922750e+00 | 8.788200e-03 | 8.416410e-03 | 9.357490e-03 | 61.60 | 56 | 1.100 | 2.826166e-01 | 50.0000 | 128.2 | -12.820000 | 115.428000 |  
GRB111225A   |    510341    | -1.298770e+00 | -1.818210e+00 | -5.852910e-01 | 6.822660e+01 | 4.900650e+01 | 0.000000e+00 | 2.001730e-03 | 1.054440e-03 | 4.999840e-03 | 57.48 | 56 | 1.026 | 4.200352e-01 | 50.0000 | 121.3 | -10.048000 | 111.232000 |  
GRB111215A   |    509717    | -1.155450e+00 | -1.587670e+00 | -3.031910e-01 | 8.787060e+01 | 5.387540e+01 | 0.000000e+00 | 1.235260e-03 | 6.402160e-04 | 3.495600e-03 | 63.57 | 56 | 1.135 | 2.273739e-01 | 50.0000 | 409.4 | 1.616000 | 411.020000 |  
GRB111212A   |    509543    | -8.772580e-01 | -1.673760e+00 | 1.188300e-01 | 7.109570e+01 | 5.224710e+01 | 0.000000e+00 | 5.392450e-03 | 2.118000e-03 | 1.790700e-02 | 52.51 | 56 | 0.9377 | 6.077860e-01 | 50.0000 | 68.42 | -5.768000 | 62.648000 |  
GRB111210A   |    509419    | -1.033170e+00 | -1.465700e+00 | -2.001810e-01 | 1.860760e+02 | 0.000000e+00 | 0.000000e+00 | 8.372880e-03 | 4.827330e-03 | 2.136590e-02 | 60.75 | 56 | 1.085 | 3.086161e-01 | 50.0000 | 2.688 | -2.328000 | 0.360000 |  
GRB111209A   |    509337    | -1.446810e+00 | -1.500650e+00 | -1.326170e+00 | 7.687900e+02 | 0.000000e+00 | 0.000000e+00 | 4.080740e-03 | 3.992510e-03 | 4.562210e-03 | 36.08 | 56 | 0.6442 | 9.822657e-01 | 50.0000 | 979.7 | -66.952000 | 914.212000 |  
GRB111208A   |    509285    | -7.829330e-01 | -1.744710e+00 | 6.190380e-01 | 8.433220e+01 | 5.394950e+01 | 0.000000e+00 | 2.368100e-02 | 8.853760e-03 | 1.072490e-01 | 51.83 | 56 | 0.9256 | 6.331976e-01 | 50.0000 | 10.08 | 4.000000 | 14.080000 |  
GRB111207A   |    509245    | -1.297990e+00 | -1.654040e+00 | -2.760000e-01 | 9.999300e+03 | 0.000000e+00 | 0.000000e+00 | 1.666080e-03 | 1.338710e-03 | 5.294300e-03 | 44.66 | 56 | 0.7976 | 8.619795e-01 | 50.0000 | 10.09 | 1.200000 | 11.290000 |  
GRB111204A   |    509018    | -1.825910e+00 | -3.072710e+00 | -7.327990e-01 | 9.992780e+03 | 1.001040e-02 | 0.000000e+00 | 1.065830e-03 | 0.000000e+00 | 3.830420e-03 | 53.96 | 56 | 0.9636 | 5.524320e-01 | 50.0000 | 48 | 33.000000 | 81.000000 |  
GRB111201A   |    508800    | -1.680080e+00 | -2.021130e+00 | -1.985800e+00 | 9.999360e+03 | N/A | N/A | 5.045290e-03 | N/A | N/A | 62.45 | 56 | 1.115 | 2.577860e-01 | 50.0000 | 9.498 | 0.000000 | 9.497700 |  
GRB111129A   |    508712    | -1.908970e+00 | N/A | N/A | 5.010120e+00 | N/A | N/A | 5.097120e-03 | N/A | N/A | 37.85 | 56 | 0.6760 | 9.699769e-01 | 50.0000 | 8.984 | -6.292000 | 2.692000 |  
GRB111126A   |  00048079001 | -1.038620e+00 | -1.335660e+00 | -7.197620e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 8.858390e-03 | 7.450960e-03 | 1.026660e-02 | 62.59 | 56 | 1.118 | 2.538394e-01 | 50.0000 | 0.712 | 0.000000 | 0.712000 |  
GRB111123A   |    508319    | -1.642270e+00 | -1.728020e+00 | -1.482010e+00 | 9.544850e+02 | 1.463490e+02 | 0.000000e+00 | 1.591780e-03 | 1.509700e-03 | 1.615420e-03 | 65.45 | 56 | 1.169 | 1.814936e-01 | 50.0000 | 490 | -8.704000 | 481.296000 |  
GRB111121A   |    508161    | -1.606590e+00 | -1.721370e+00 | -1.226330e+00 | 9.999160e+03 | 0.000000e+00 | 0.000000e+00 | 1.656770e-03 | 1.333630e-03 | 2.546490e-03 | 74.70 | 56 | 1.334 | 4.815933e-02 | 50.0000 | 138.6 | -0.336000 | 138.264000 |  
GRB111117A   |    507901    | 5.054990e-02 | -6.126120e-01 | 1.228560e+00 | 2.336280e+02 | 0.000000e+00 | 0.000000e+00 | 3.652590e-02 | 1.983270e-02 | 9.622020e-02 | 48.41 | 56 | 0.8645 | 7.544951e-01 | 50.0000 | 0.496 | 0.024000 | 0.520000 |  
GRB111109A   |    507342    | -1.057420e+00 | -2.114600e+00 | 3.931430e-01 | 4.738970e+01 | 2.159160e-01 | 0.000000e+00 | 5.629330e-03 | 0.000000e+00 | 4.200980e-02 | 55.71 | 56 | 0.9949 | 4.856560e-01 | 50.0000 | 14 | -5.600000 | 8.400000 |  
GRB111107A   |    507185    | -1.479840e+00 | -1.626710e+00 | -1.146980e+00 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 2.562130e-03 | 5.563870e-04 | 1.425970e-03 | 60.34 | 56 | 1.077 | 3.219235e-01 | 50.0000 | 37.55 | -0.096000 | 37.456000 |  
GRB111103B   |    506903    | -1.411210e+00 | -1.459810e+00 | -1.259630e+00 | 9.997350e+03 | 0.000000e+00 | 0.000000e+00 | 3.203250e-03 | 3.124410e-03 | 3.721030e-03 | 51.49 | 56 | 0.9194 | 6.461376e-01 | 50.0000 | 257.3 | -6.548000 | 250.780000 |  
GRB111103A   |    506902    | -9.278090e-01 | -1.274940e+00 | -4.921070e-01 | 1.559130e+02 | 9.813380e+01 | 0.000000e+00 | 1.687910e-02 | 1.110410e-02 | 2.694090e-02 | 62.68 | 56 | 1.119 | 2.512991e-01 | 50.0000 | 12.56 | -0.416000 | 12.140000 |  
GRB111029A   |    506519    | -7.679360e-01 | -1.426360e+00 | 8.461010e-03 | 3.612550e+01 | 3.006960e+01 | 4.144410e+01 | 3.365430e-02 | N/A | N/A | 51.39 | 56 | 0.9177 | 6.497130e-01 | 50.0000 | 8.472 | 20.724000 | 29.196000 |  
GRB111026A   |    506291    | -1.088510e+00 | -1.815030e+00 | -5.804810e-02 | 6.938570e+01 | 4.704460e+01 | 0.000000e+00 | 9.178230e-03 | 3.983150e-03 | 3.382870e-02 | 51.64 | 56 | 0.9222 | 6.404075e-01 | 50.0000 | 4.132 | -0.080000 | 4.052000 |  
GRB111022B   |    506074    | -1.520440e+00 | -1.854430e+00 | -6.434660e-01 | 1.656380e+02 | 0.000000e+00 | 0.000000e+00 | 1.066950e-03 | 7.896840e-04 | 3.330180e-03 | 61.49 | 56 | 1.098 | 2.859024e-01 | 50.0000 | 106.8 | -47.832000 | 60.180000 |  
GRB111022A   |    506070    | -9.326740e-01 | -1.298720e+00 | -5.315100e-01 | 6.370360e+01 | 5.560610e+01 | 8.008890e+01 | 1.631450e-02 | 1.062790e-02 | 2.623000e-02 | 56.81 | 56 | 1.014 | 4.447187e-01 | 50.0000 | 35.28 | -17.692000 | 17.592000 |  
GRB111020A   |    505926    | -1.386720e+00 | -1.643280e+00 | -6.449530e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 1.505210e-02 | 7.582480e-03 | 3.385220e-02 | 52.11 | 56 | 0.9306 | 6.228158e-01 | 50.0000 | 0.432 | -0.040000 | 0.392000 |  
GRB111018A   |    505801    | -2.160170e+00 | -2.218750e+00 | 4.094600e-01 | 9.999360e+03 | N/A | N/A | 1.048540e-03 | N/A | N/A | 52.41 | 56 | 0.9359 | 6.115076e-01 | 50.0000 | 41.38 | -4.080000 | 37.296000 |  
GRB111016A   |    505646    | -1.914830e+00 | -2.145130e+00 | -1.695700e+00 | 9.999360e+03 | N/A | N/A | 7.252640e-04 | N/A | N/A | 43.51 | 56 | 0.7770 | 8.881498e-01 | 50.0000 | 583.1 | 35.444000 | 618.580000 |  
GRB111008A   |    505054    | -1.697520e+00 | -2.028090e+00 | -1.356600e+00 | 1.225660e+02 | 6.315350e+01 | 0.000000e+00 | 9.115930e-03 | 7.790060e-03 | 1.356630e-02 | 49.37 | 56 | 0.8817 | 7.220666e-01 | 50.0000 | 71.42 | -2.636000 | 68.788000 |  
GRB111005A   |    504779    | -1.738650e+00 | -2.039470e+00 | 3.105770e-03 | 1.966090e+01 | N/A | N/A | 4.381920e-03 | N/A | N/A | 71.90 | 56 | 1.284 | 7.472813e-02 | 50.0000 | 28.1 | -9.000000 | 19.100000 |  
GRB110928A   |    504215    | -8.445990e-01 | -2.293300e+00 | -1.995440e+00 | 3.738440e+02 | N/A | N/A | 2.720400e-03 | N/A | N/A | 45.01 | 56 | 0.8038 | 8.534197e-01 | 50.0000 | 28.96 | -1.088000 | 27.876000 |  
GRB110921A   |    503652    | -1.537540e+00 | -2.640800e+00 | -9.523100e-01 | 2.135180e+02 | 1.000040e-02 | 0.000000e+00 | 7.024630e-03 | N/A | N/A | 46.81 | 56 | 0.8359 | 8.043278e-01 | 50.0000 | 37.61 | -24.032000 | 13.576000 |  
GRB110915A   |    503219    | -9.795830e-01 | -1.197660e+00 | -7.502510e-01 | 1.382380e+02 | 1.074500e+02 | 2.300010e+02 | 8.847140e-03 | 7.075900e-03 | 1.118820e-02 | 62.52 | 56 | 1.116 | 2.559859e-01 | 50.0000 | 104.7 | -4.884000 | 99.792000 |  
GRB110827A   |    501520    | -8.804190e-01 | -1.489350e+00 | 3.219280e-01 | 1.659860e+02 | 0.000000e+00 | 0.000000e+00 | 2.907270e-03 | 1.697790e-03 | 9.993750e-03 | 81.57 | 56 | 1.457 | 1.449021e-02 | 50.0000 | 9.172 | -2.884000 | 6.288000 |  
GRB110820A   |    501095    | -1.987790e+00 | -3.005470e+00 | -1.101690e+00 | 4.464460e+02 | N/A | N/A | 3.235210e-04 | N/A | N/A | 61.69 | 56 | 1.102 | 2.798917e-01 | 50.0000 | 274.4 | -3.072000 | 271.324000 |  
GRB110818A   |    500914    | -1.468750e+00 | -1.678810e+00 | -1.017330e+00 | 2.474590e+02 | 0.000000e+00 | 0.000000e+00 | 3.667040e-03 | 2.860770e-03 | 5.982990e-03 | 72.89 | 56 | 1.302 | 6.423655e-02 | 50.0000 | 131.6 | -14.164000 | 117.392000 |  
GRB110808A   |    458918    | -1.345880e+00 | -2.404590e+00 | 1.256450e+00 | 3.180310e+01 | N/A | N/A | 2.641320e-03 | N/A | N/A | 53.53 | 56 | 0.9559 | 5.688423e-01 | 50.0000 | 45.04 | -0.272000 | 44.768000 |  
GRB110801A   |    458521    | -1.610940e+00 | -1.900970e+00 | -1.216060e+00 | 8.345160e+01 | 5.396520e+01 | 0.000000e+00 | 1.574940e-03 | 1.157550e-03 | 2.532530e-03 | 75.82 | 56 | 1.354 | 4.005293e-02 | 50.0000 | 409.1 | -24.088000 | 384.988000 |  
GRB110731A   |    458448    | -1.147570e+00 | -1.190120e+00 | -1.097510e+00 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 7.122210e-03 | 6.961310e-03 | 7.295300e-03 | 58.49 | 56 | 1.044 | 3.841740e-01 | 50.0000 | 81.33 | -1.056000 | 80.272000 |  
GRB110726A   |    458059    | -6.377900e-01 | -1.417030e+00 | 3.178890e-01 | 4.653340e+01 | 3.842420e+01 | 6.208940e+01 | 2.285810e-02 | 8.283660e-03 | 8.242360e-02 | 79.85 | 56 | 1.426 | 1.987724e-02 | 50.0000 | 5.876 | -0.864000 | 5.012000 |  
GRB110719A   |    457553    | -1.400280e+00 | -1.866650e+00 | -7.146220e-01 | 8.133900e+01 | 5.888290e+01 | 0.000000e+00 | 5.619110e-03 | 3.393340e-03 | 1.301500e-02 | 44.94 | 56 | 0.8024 | 8.552891e-01 | 50.0000 | 56.08 | -2.364000 | 53.716000 |  
GRB110715A   |    457330    | -1.253900e+00 | -1.368900e+00 | -1.136150e+00 | 1.198040e+02 | 1.048340e+02 | 1.464010e+02 | 7.680320e-02 | 6.887720e-02 | 8.584080e-02 | 49.57 | 56 | 0.8853 | 7.151320e-01 | 50.0000 | 24 | -3.144000 | 20.856000 |  
GRB110709B   |    456967    | -1.251750e+00 | -1.318860e+00 | -1.099490e+00 | 3.158020e+02 | 1.813680e+02 | 0.000000e+00 | 3.142710e-03 | 2.733810e-03 | 3.640370e-03 | 38.62 | 56 | 0.6896 | 9.630203e-01 | 50.0000 | 881.6 | -27.360000 | 855.488000 |  
GRB110709A   |    456939    | -1.179870e+00 | -1.242580e+00 | -1.093900e+00 | 9.660790e+02 | 0.000000e+00 | 0.000000e+00 | 1.713540e-02 | 1.611900e-02 | 1.834300e-02 | 42.10 | 56 | 0.7519 | 9.156233e-01 | 50.0000 | 60.77 | -4.296000 | 56.476000 |  
GRB110625A   |    456073    | -1.268510e+00 | -1.350480e+00 | -1.089600e+00 | 2.604810e+02 | 1.552020e+02 | 0.000000e+00 | 2.356100e-02 | 2.040740e-02 | 2.805330e-02 | 44.86 | 56 | 0.8011 | 8.570990e-01 | 50.0000 | 146.5 | -6.188000 | 140.344000 |  
GRB110610A   |    455155    | -1.340970e+00 | -1.505050e+00 | -1.142920e+00 | 2.467140e+02 | 1.355670e+02 | 0.000000e+00 | 8.462230e-03 | 7.156680e-03 | 1.039610e-02 | 89.44 | 56 | 1.597 | 3.005789e-03 | 50.0000 | 70.49 | -11.088000 | 59.404000 |  
GRB110604A   |    454779    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB110530A   |    454473    | -1.875730e+00 | N/A | N/A | 9.998970e+03 | N/A | N/A | 7.926150e-04 | N/A | N/A | 60.72 | 56 | 1.084 | 3.098018e-01 | 50.0000 | 66.24 | -48.864000 | 17.376000 |  
GRB110521A   |    453788    | -6.947020e-01 | -1.101370e+00 | 3.928950e-01 | 9.998800e+02 | 0.000000e+00 | 0.000000e+00 | 5.660170e-04 | 4.234960e-04 | 0.000000e+00 | 52.38 | 56 | 0.9354 | 6.126225e-01 | 50.0000 | 108 | 0.568000 | 108.568000 |  
GRB110520A   |    453747    | -8.827720e-01 | -1.260740e+00 | -3.695540e-01 | 1.856390e+02 | 1.034670e+02 | 0.000000e+00 | 5.914830e-03 | 3.990860e-03 | 1.014030e-02 | 49.63 | 56 | 0.8862 | 7.131925e-01 | 50.0000 | 27.65 | -1.152000 | 26.496000 |  
GRB110519A   |    453628    | -2.084890e+00 | -2.234430e+00 | -2.025640e+00 | 9.999360e+03 | N/A | N/A | 1.022980e-02 | N/A | N/A | 49.72 | 56 | 0.8879 | 7.098841e-01 | 50.0000 | 41.91 | -4.148000 | 37.760000 |  
GRB110503A   |    452685    | -1.021570e+00 | -1.280120e+00 | -7.267470e-01 | 2.294380e+02 | 1.336300e+02 | 0.000000e+00 | 6.938610e-03 | 5.545490e-03 | 9.343500e-03 | 66.58 | 56 | 1.189 | 1.573656e-01 | 50.0000 | 210.2 | -6.576000 | 203.588000 |  
GRB110422A   |    451901    | -8.308960e-01 | -9.358690e-01 | -7.237800e-01 | 1.479950e+02 | 1.333220e+02 | 1.694580e+02 | 1.306780e-01 | 1.191240e-01 | 1.435600e-01 | 44.67 | 56 | 0.7977 | 8.618086e-01 | 50.0000 | 47.92 | -11.156000 | 36.760000 |  
GRB110420B   |    451794    | 1.642290e+00 | -2.676510e-01 | 5.003500e+00 | 7.829640e+01 | 6.566010e+01 | 1.193200e+02 | 7.551230e-01 | 0.000000e+00 | 1.179810e+01 | 67.51 | 56 | 1.206 | 1.394258e-01 | 50.0000 | 0.104 | -0.004000 | 0.100000 |  
GRB110420A   |    451757    | -1.986120e+00 | -1.997210e+00 | -1.827030e+00 | 2.434330e+00 | 5.336260e-01 | 8.976760e-01 | 4.265580e-02 | 3.927230e-02 | 4.514530e-02 | 42.42 | 56 | 0.7574 | 9.099771e-01 | 50.0000 | 21.92 | -0.104000 | 21.816000 |  
GRB110414A   |    451343    | -1.655710e+00 | -2.480090e+00 | -1.203470e+00 | 9.564170e+02 | 1.008530e-02 | 0.000000e+00 | 2.232920e-03 | 2.014010e-03 | 2.363380e-03 | 63.12 | 56 | 1.127 | 2.391837e-01 | 50.0000 | 171.3 | -38.000000 | 133.296000 |  
GRB110412A   |    451191    | -7.755720e-01 | -1.346480e+00 | -1.062120e-01 | 7.475160e+01 | 5.771820e+01 | 1.564170e+02 | 1.778530e-02 | 8.943760e-03 | 4.028340e-02 | 60.58 | 56 | 1.082 | 3.141741e-01 | 50.0000 | 27.23 | 13.656000 | 40.888000 |  
GRB110411A   |    451165    | -1.497530e+00 | -1.799550e+00 | -1.171280e+00 | 4.191650e+01 | 3.285640e+01 | 4.891580e+01 | 7.097080e-03 | 4.940070e-03 | 1.054410e-02 | 47.35 | 56 | 0.8455 | 7.881714e-01 | 50.0000 | 103.2 | -16.912000 | 86.308000 |  
GRB110407A   |    450884    | -7.372710e-01 | -1.331000e+00 | -4.731280e-02 | 5.778050e+01 | 4.903350e+01 | 7.948150e+01 | 3.863860e-03 | 1.879430e-03 | 9.004750e-03 | 45.84 | 56 | 0.8185 | 8.318219e-01 | 50.0000 | 181.4 | -2.900000 | 178.516000 |  
GRB110402A   |    450545    | -1.288590e+00 | -1.705300e+00 | -5.286430e-01 | 1.326610e+02 | 6.799400e+01 | 0.000000e+00 | 7.519190e-03 | 0.000000e+00 | 1.769940e-02 | 57.62 | 56 | 1.029 | 4.151509e-01 | 50.0000 | 62.91 | -0.376000 | 62.536000 |  
GRB110319B   |  00449578001 | -1.367370e+00 | -1.465740e+00 | -1.272170e+00 | 9.999330e+03 | 0.000000e+00 | 0.000000e+00 | 3.903890e-03 | 3.718240e-03 | 4.685640e-03 | 57.48 | 56 | 1.026 | 4.202747e-01 | 50.0000 | 35.7 | 0.000000 | 35.704000 |  
GRB110319A   |    449578    | -1.375480e+00 | -1.782010e+00 | -9.273890e-01 | 2.103520e+01 | 1.105520e+01 | 2.648520e+01 | 2.403070e-02 | 1.405700e-02 | 4.377010e-02 | 54.84 | 56 | 0.9793 | 5.188601e-01 | 50.0000 | 31.32 | -0.252000 | 31.072000 |  
GRB110318B   |    449549    | -1.696890e-01 | -9.201430e-01 | 7.684860e-01 | 1.032650e+02 | 7.371240e+01 | 3.052570e+02 | 1.422400e-02 | 6.276950e-03 | 3.993130e-02 | 54.56 | 56 | 0.9743 | 5.294488e-01 | 50.0000 | 5.38 | -1.692000 | 3.688000 |  
GRB110318A   |    449542    | -1.060020e+00 | -1.288560e+00 | -8.193390e-01 | 9.464680e+01 | 7.980870e+01 | 1.280220e+02 | 4.100660e-02 | 3.205720e-02 | 5.319700e-02 | 42.29 | 56 | 0.7553 | 9.122141e-01 | 50.0000 | 23.59 | -12.988000 | 10.604000 |  
GRB110315A   |    449399    | -1.655030e+00 | -1.838190e+00 | -1.328420e+00 | 1.556220e+02 | 7.428810e+01 | 0.000000e+00 | 4.758830e-03 | 3.951270e-03 | 6.843580e-03 | 48.12 | 56 | 0.8593 | 7.639419e-01 | 50.0000 | 105.6 | -66.764000 | 38.840000 |  
GRB110312A   |    449074    | -1.525800e+00 | -2.292820e+00 | -6.841790e-02 | 2.059280e+01 | N/A | N/A | 6.939790e-03 | N/A | N/A | 46.45 | 56 | 0.8295 | 8.146238e-01 | 50.0000 | 40.05 | 24.728000 | 64.776000 |  
GRB110305A   |    448229    | -1.301410e+00 | -1.677560e+00 | -5.400780e-01 | 1.202840e+02 | 0.000000e+00 | 0.000000e+00 | 9.189180e-03 | 5.891210e-03 | 2.179060e-02 | 64.22 | 56 | 1.147 | 2.106426e-01 | 50.0000 | 13 | -0.936000 | 12.064000 |  
GRB110223B   |    446677    | -1.651030e+00 | -1.863720e+00 | -1.443250e+00 | 9.999360e+03 | 1.000120e-02 | 0.000000e+00 | 1.011170e-03 | 2.271150e-04 | 7.215640e-04 | 50.61 | 56 | 0.9037 | 6.783872e-01 | 50.0000 | 65.1 | -45.792000 | 19.312000 |  
GRB110223A   |    446674    | -6.708490e-01 | -1.976730e+00 | 1.038360e+00 | 6.515820e+01 | 4.381090e+01 | 0.000000e+00 | 7.089040e-03 | 0.000000e+00 | 6.342080e-02 | 38.50 | 56 | 0.6875 | 9.641785e-01 | 50.0000 | 8 | 0.080000 | 8.080000 |  
GRB110213A   |    445414    | -1.834780e+00 | -2.590150e+00 | -1.570510e+00 | 9.999360e+03 | 1.000040e-02 | 0.000000e+00 | 1.012130e-02 | 6.592060e-03 | 8.745080e-03 | 59.82 | 56 | 1.068 | 3.389052e-01 | 50.0000 | 64 | -31.192000 | 32.808000 |  
GRB110212A   |    445321    | -7.904210e-01 | -1.550680e+00 | 1.424810e-01 | 4.417740e+01 | 3.676120e+01 | 5.636470e+01 | 3.009390e-02 | 1.122130e-02 | 1.039150e-01 | 39.51 | 56 | 0.7056 | 9.534661e-01 | 50.0000 | 4.352 | -1.764000 | 2.588000 |  
GRB110210A   |    445141    | -1.728490e+00 | -2.770920e+00 | -4.802980e-01 | 2.531340e+02 | 1.044040e-02 | 0.000000e+00 | 4.800070e-04 | 0.000000e+00 | 2.447530e-03 | 45.90 | 56 | 0.8197 | 8.299966e-01 | 50.0000 | 210.9 | -107.256000 | 103.672000 |  
GRB110208A   |    445038    | -1.017340e+00 | -2.034360e+00 | 3.340150e-01 | 4.372590e+01 | N/A | N/A | 4.562090e-03 | N/A | N/A | 52.61 | 56 | 0.9395 | 6.038672e-01 | 50.0000 | 19.07 | -1.544000 | 17.528000 |  
